"boardgamegeek.com game ID",title,yearpublished,playingtime,minplaytime,maxplaytime,minage,minplayers,maxplayers,categories,mechanics,families,designers,artists,publishers,"numplayervotes (1B 1R 1N 2B 2R 2N ...)","agevotes (2 3 4 5 6 8 10 12 14 16 18 21+)","textuse (no some mod ext max)"
21882,"Blue Moon City",2006,60,60,60,10,2,4,"1029 1010","2080 2676 2040 2011 2004","7005 3226","2","13948 14699 14947 13452 12502 5318 12090 11883","7162 17 4617 6214 37 5597 8313","0 1 93 24 107 23 89 61 3 89 59 6 0 1 77","0 0 0 0 3 14 15 3 0 0 0 0","52 0 0 0 0"
8217,"San Juan",2004,60,45,60,10,2,4,"1002 1029 1021","2040 2004 2079","60 21622 10656 9958 27646 18319","117","11883","9 9068 2366 5657 3504 34 3 9234","1 3 154 79 174 19 162 94 5 103 128 18 2 7 127","0 0 1 0 1 11 30 12 0 0 0 0","1 9 47 16 0"
120677,"Terra Mystica",2012,150,60,150,12,2,5,"1015 1021 1010 1086","2080 2081 2079 2015","27646 26098","4300 4407","12484","22380 9074 10768 2366 5657 24298 6275 7992 9234 22609 4932 538 1466","0 11 363 19 257 225 91 397 43 447 132 2 151 314 50 6 12 256","0 0 0 0 2 5 16 55 63 9 0 0","160 8 0 0 0"
555,"The Princes of Florence",2000,100,75,100,12,2,5,"1029 1070","2012 2002","58 18646 11515 24571","7 8 62130","12886 12011 7 81856 8 11883","9 34 6926 8291 5812 504 2778 10663 4696 3 17786 8759 2861","0 0 143 1 23 150 8 100 81 73 133 16 176 44 4 0 0 108","0 0 0 0 0 0 5 21 5 2 0 0","3 23 42 3 1"
125618,"Libertalia",2012,45,45,45,14,2,6,"1002 1090","2040 2004 2020 2079","","7640","17988 12402","157 15889 22652","0 0 76 7 40 81 21 89 15 83 61 4 56 74 10 42 65 25 0 0 57","0 0 0 0 0 9 13 10 3 0 0 0","0 1 20 13 3"
155426,"Castles of Mad King Ludwig",2014,90,90,90,13,1,4,"2710","2041 2048 2004 2002","10643 28659 6485","6046","17929 42856 62217","3475 5774 4335 24867 7992 23756 25406 30113","3 32 83 34 91 42 75 92 2 114 56 3 2 0 71","0 0 0 0 1 6 16 10 5 0 0 0","8 33 3 1 0"
258,"Fluxx",1997,30,5,30,8,2,6,"1002","2040 2004","8 6485","122 164","44171 57163 35774 122 11846","76 8 12031 2973 2775 1391 18852 98 39 2962 3242 9234","0 2 64 15 49 24 30 48 7 49 28 9 27 37 14 14 41 25 2 17 45","0 0 1 1 4 20 7 0 0 0 0 1","0 0 3 25 14"
2397,"Backgammon",-3000,30,30,30,8,2,2,"1009 1017","2014 2035","4891 14010 4023 10267 7486 11505 81 12927","3","3 26868","171 3320 92 404 362 662 74 3626 16355 30 73 225 1935 1307 5314 507 4045 4718 2401 30405 17388 193 2701 28046 485 11947 11320 1765 1299 11948 377 64 253 1731 11 11188 13397 2033 200 16844 958 130 11949 103 11950 6020 21209 247 384 9938 121 51 11951 6262 1375 1758 1195 8402 6338 3789 5722 291 661 3540 8085 335 495 13486 127 6266 327 15351 24407 16880 1670 2627 19205 24140 2547 3229 23954 4554 6290 20 6261 9336 11952 10094 304 11187 2432 22722 7885 486 2188 500 648 1530 22 1087 4910 8666 2256 37505 23041 22546 34 24436 945 664 27269 3670 5392 359 15026 433 23146 3080 288 2142 2625 6088 964 22791 22353 634 95 23115 11702 329 3121 16793 3245 7506 11953","1 2 92 115 5 0 1 4 89","0 0 2 1 10 28 7 3 0 0 0 0","60 0 0 0 0"
92415,"Skull",2011,45,45,45,14,3,6,"1023 1002","2012 2040 2685","","1318","44887 213","157 5350 2024","0 0 42 0 1 44 4 21 27 14 45 2 44 19 0 36 22 0 1 14 15","0 0 0 1 2 13 4 3 0 0 0 0","28 0 0 0 0"
111661,"7 Wonders: Cities",2012,30,30,30,13,2,8,"1050 1002 1029 1015 1042","2041 2040 2019 2004 2020 2015","17552","9714","12016","4384 157 15889 3218 7466","0 0 47 5 15 35 15 41 4 40 27 0 36 25 0 25 33 2 12 39 7 10 34 11 0 0 41","0 0 0 0 0 5 5 5 2 0 0 0","23 4 0 0 0"
133038,"Pathfinder Adventure Card Game: Rise of the Runelords – Base Set",2013,90,90,90,13,1,4,"1022 1002 1010 1046","2023 2664 2072 2040 2028","24281 7757 23234 5666","604 45191 49561 82 70486","50887 12130","4238 4428 2366 5530 264 18852 6174","53 116 16 44 119 4 89 69 5 96 69 8 21 58 61","0 0 0 1 1 7 31 18 6 1 0 0","0 0 8 68 6"
163412,"Patchwork",2014,30,15,30,8,2,2,"1009 1028","2002 2663","26432 33361 24571","10","11507","234 10 267 14813 34522 8832 6214 8291 5812 30399 29242 30677 7992 7466 17786 28082","0 6 125 161 5 0 0 1 124","0 0 4 5 38 35 3 1 0 0 0 1","59 1 0 0 0"
27173,"Vikings",2007,60,60,60,10,2,4,"1021 1035 1008 1086","2012 2002","5613","42","4959 11825","133 4304 5657 7992 3 8313 538","0 1 81 61 89 20 106 56 2 35 86 33 0 1 73","0 0 0 0 0 7 17 4 2 0 0 0","48 4 0 0 0"
46,"Medici",1995,60,60,60,10,2,6,"1070","2012 2004","18646 11515 15","2","14642 12130 79 11883","29 8 157 27311 2024 3","0 0 64 1 3 64 4 35 44 22 64 7 64 31 3 60 34 4 1 0 48","0 0 0 0 0 2 10 4 0 0 0 0","28 0 0 0 0"
17133,"Railways of the World",2005,120,120,120,10,2,6,"1034 1011 1101","2001 2012 2041 2007 2081 2002","86 14835 5641","1115 6","11872 11997 12782","597 2973 65","0 2 108 6 50 93 15 101 41 73 84 13 120 51 1 72 65 20 3 3 70","0 0 0 0 0 4 10 17 8 1 0 0","0 12 36 1 0"
103885,"Star Wars: X-Wing Miniatures Game",2012,45,30,45,14,2,2,"2650 1023 1044 1047 1064 1016 1019","2689 2072 2685 2020 2015","22972 5602 18113","4786","34719 18345 63040 21426 58027 14590 13416 24858 26587 46413 39678 49382 104761 41678 41679 49393","17 24631 6194 2973 4617 15605 5530 264 18852 8291 3534 1179 3888 8759","3 16 194 262 29 0 37 158 56","0 0 0 4 6 34 56 27 5 1 0 1","2 14 71 5 1"
590,"Mille Bornes",1954,45,45,45,8,2,6,"1002 1031","2040 2019 2686","10491 16968 17438 18055","303","48865 92276","6103 157 2400 3082 34266 253 11 200 103 3676 51 2830 7192 4977 1833 1594 6876 28 22 27596 38 1768 1322 95 59 5117","0 1 33 5 28 12 10 28 6 37 8 2 1 12 17 2 14 11 0 0 24","0 0 0 1 3 17 1 0 0 0 0 0","6 11 0 0 0"
127060,"Bora Bora",2013,120,60,120,12,2,4,"1017","2072 2004 2082","58 19422 21418 18319","4958","12123","9 34 17786","0 2 71 31 108 15 51 81 3 90 49 5 0 0 55","0 0 0 0 2 0 4 12 25 0 0 0","56 0 0 0 0"
327,"Loopin' Louie",1992,10,10,10,4,2,4,"1032 1089 2650 1041 1072 1064 1037","2685","7535 5597 6204","83763 137","","934 9068 23762 13173 253 454 4417 51 153 19208 2721 8291 17166 4539 8931 17039 17072 4554 6290 20 22","0 3 96 6 60 46 3 38 69 120 2 0 0 1 81","2 20 29 6 2 1 0 0 0 0 0 0","42 0 0 0 0"
2453,"Blokus",2000,20,20,20,5,2,4,"1009 1086","2043 2040 2002","3385 26432 6485 24571 5666","1001","48430","3363 4752 496 5967 765 4440 19047 5350 900 264 8574 6214 93 22 239 34 530 9466","2 21 194 53 177 57 6 74 193 295 31 2 1 0 183","0 1 2 16 29 19 4 0 0 0 0 0","75 1 0 0 0"
10547,"Betrayal at House on the Hill",2004,60,60,60,12,3,6,"1022 1020 1024 1047","2023 2072 2011 2019 2685 2028 2027 2015","","442 3440 10424 604 4128","14951 5249 18317","4871 13","0 3 205 3 29 188 8 157 85 97 154 10 198 75 4 158 91 20 3 6 138","0 0 0 0 0 6 22 43 18 5 0 1","0 1 1 91 25"
110327,"Lords of Waterdeep",2012,120,60,120,12,2,5,"1029 1010","2004 2686 2082","7307 7757","15913 13261","19626 14936 19412 50887 15019 14937 43532 18780 14202 28288 14299 15368 14940 12065 47312 13976 24268 15025 14278 14961 16907 24846 13054 19413 29693 14949 11990 15022 18461 1857 14691 16453 14955","13","1 8 252 59 266 90 253 181 6 273 147 9 78 223 67 5 19 187","0 0 1 0 1 19 50 31 6 0 0 0","0 8 70 16 0"
132531,"Roll for the Galaxy",2014,45,45,45,13,2,5,"1015 1017 1021 1016 1113","2664 2072 2020 2079 2015","28659 4571 27646","11555 150","11968 11902 12836","34522 29907 155 39 3","1 15 115 23 129 27 106 66 3 95 65 2 29 97 25 1 2 100","1 0 0 0 0 4 14 14 10 1 0 0","0 14 30 3 2"
5,"Acquire",1964,90,90,90,12,3,6,"1021","2040 2005 2002","4891","4","12658 18317","92 5 4871 3082 858 2962 5392 4668 38 4622 7107","0 0 165 2 36 167 59 144 39 187 78 1 74 135 29 28 103 81 1 5 134","0 0 0 0 0 4 20 28 9 1 0 0","71 13 0 0 0"
194655,"Santorini",2016,20,20,20,8,2,4,"1009 1050 1082","2676 2002 2015","5607 39749 26432 10640 8374 4705 27549","3302","70571 70568","21765 1905","0 1 56 78 13 1 12 36 24 4 32 25 1 0 52","0 0 0 5 12 5 3 0 0 0 0 0","10 4 0 0 0"
155987,"Abyss",2014,60,30,60,14,2,4,"1002 1082 1016","2012 2041 2040 2661 2004","","1727 34672","41323","19260 157 15889 15605 7466","0 1 51 12 50 18 23 57 0 54 16 5 0 2 44","0 0 0 0 0 3 8 11 2 1 0 0","0 2 20 0 1"
198773,"Codenames: Pictures",2016,20,10,20,10,2,8,"1039 1030 1081","2047 2019 2060 2661","37062","789","12692 94366 28450 52954 94513","6784 10768 7345 2366 23205 22560 36981 29194 8820 8923 6214 25203 7992 7466 4932","0 0 34 0 6 24 0 10 20 17 21 1 1 25 5 33 6 0 3 22 5 9 19 3 1 10 16","0 0 0 1 3 6 5 2 1 0 0 0","12 0 0 0 0"
117959,"Las Vegas",2012,30,30,30,8,2,5,"1017","2080 2072","59 18238","381","4959 53324 21152","9 9068 6011 34","0 0 44 4 41 28 18 51 5 63 25 0 28 41 10 2 9 30","0 0 0 0 6 16 2 0 0 0 0 0","26 0 0 0 0"
143741,"BANG! The Dice Game",2013,15,15,15,8,3,8,"1055 1023 1039 1017 1046 1030","2072 2019 2685 2661 2015","3862","461 7808","68794","917 29 4304 157 9074 2973 8820 18852 8291 9234","0 0 104 0 2 106 0 16 114 4 53 71 40 96 1 93 45 1 90 42 3 52 63 9 0 2 69","0 0 0 0 2 28 9 1 0 0 0 0","1 16 10 0 0"
105551,"Archipelago",2012,240,30,240,14,2,5,"1015 1021 1020 1008 1026 1070","2080 2012 2013 2011 2002 2008 2082","21622 18319","1206","60055 60188 14057","157 9413","2 30 36 8 51 31 28 60 4 74 18 4 18 45 13 0 0 38","0 0 0 0 0 0 3 12 8 3 0 0","1 8 27 1 0"
2425,"Battleship",1931,30,30,30,8,2,2,"1041 1039 1008 1019","2016","8067 17514 7127 40091 41419","16724","3 53418","3320 92 2042 5805 404 31059 686 74 6522 6784 30 1935 654 507 2401 311 485 496 33825 4089 11416 21158 9419 13103 858 6566 51 6262 1195 153 8402 233 3789 36436 37419 8565 127 152 3837 2774 26719 4539 8931 4554 6290 20 16812 7869 19229 2370 7885 2924 28 486 782 22 11559 25511 3670 3530 38 1917 3080 288 9941 964 8089 1052 1025 11978 11728 22638 24421","0 0 50 61 2 0 0 0 49","0 0 3 6 25 5 1 0 0 0 0 0","37 1 0 0 0"
36218,"Dominion",2008,30,30,30,13,2,4,"1002 1035","2041 2664 2040","28659 2580 6485","10525","11933 11886 12019 11854 4959 11825 59 11902 11797","3 267 4304 9074 11043 24631 2366 5657 29907 8820 133 1391 18852 6214 8291 3218 3534 7581 38 8313 9235 9234 14078 2861","5 24 804 502 708 75 735 554 12 489 681 97 19 159 629","1 0 1 1 19 117 145 75 13 0 1 0","1 73 220 103 16"
463,"Magic: The Gathering",1993,20,20,20,13,2,2,"1002 1044 1010 1046","2040 2685","42078 6040 6485","14","76846 40174 41753 14753 49922 13924 16448 49894 13376 43829 13641 13375 29182 17124 14681 13518 29183 13948 12036 29184 13419 29185 29186 13832 15963 29187 19565 14936 13631 12827 19627 29189 13306 12503 14761 41134 29190 13794 12497 19412 13632 41752 50887 29191 14417 29192 29193 15492 29194 16052 29195 3330 40178 19411 38001 22772 13737 14425 49412 29287 13526 15314 14642 19612 43247 41755 29288 13241 14268 29289 29290 15024 26712 14287 41877 12511 40182 13343 29291 14765 15223 15464 29293 13455 29916 29917 2092 15019 29918 15135 14648 21006 12509 13718 29920 40243 29927 12096 29964 29965 13485 14657 29966 15121 33547 13312 24690 6071 11994 19567 9234 1038 50031 16051 29967 14937 14611 61 29968 15054 50027 29970 13797 29972 14861 29973 14291 21583 14699 29975 15504 18043 616 33437 14889 16619 14049 13089 18175 40189 40190 49899 16447 9859 15020 26864 40192 14508 17517 15560 14762 17298 16463 16637 21333 43708 14763 20339 16336 14947 13325 19922 40198 15008 14939 49930 40199 16294 14445 14733 15806 50032 14862 40203 12443 49851 40216 25640 12233 14946 14232 14231 50034 40218 21008 40219 25255 13949 12012 33326 13630 26040 14202 40221 11884 25804 14959 13634 40222 30016 21806 49895 40224 40225 40242 28288 19878 14953 12019 40228 40229 40230 40231 40232 40234 13635 39597 40235 39876 19686 40237 14616 40248 40249 40250 28138 14745 16455 40252 15935 13636 13637 14756 14446 41751 17160 40260 33097 12534 14525 14792 24244 17763 40263 18931 21498 14825 13920 40305 13990 19475 31445 40309 13379 31500 24402 14299 29346 19569 40313 41754 13452 33025 14950 17306 40316 15368 15537 21427 13413 14757 14940 40317 17057 14109 40318 1771 21761 12502 15563 14047 13896 27196 40321 1657 16674 49850 15805 13950 13638 12501 15225 18781 5249 14302 17323 5211 14635 40324 40325 15220 39678 40328 16451 20578 40329 486 18929 40330 13951 5318 49388 19348 13979 49870 14097 19538 40333 13976 50030 40334 50023 28793 19806 21995 40656 14239 35766 41875 14317 24268 10548 41876 885 15025 14106 20577 15843 17518 40339 12090 14585 40340 14704 14960 14976 14625 13418 14758 15929 14348 19664 14737 40344 11803 40345 17472 25506 40347 14278 40348 13063 16659 17256 14855 40349 14075 12316 40350 14705 15517 27508 13983 13326 40351 15100 4087 12086 34343 15449 15016 40355 17970 16872 40357 14961 15546 9373 41872 19127 49892 14076 40361 49932 40362 40363 40364 13234 14337 35624 17109 18391 40233 12495 14449 280 40368 40369 15026 12651 40370 19631 16234 14349 40372 40373 18624 14900 18258 14284 14679 14685 19413 40379 40380 25737 40383 40382 40384 49893 15011 15329 15043 14719 13711 15144 15012 29225 40388 40389 14759 40392 15018 12593 12092 17551 1427 12080 40395 24115 13610 19805 40397 12269 40398 11883 43820 41873 14978 14949 19435 15197 40401 14764 40402 13412 16192 14760 40404 40405 40406 13199 23763 24739 22395 14957 49861 19062 1857 14443 36526 40410 14691 2582 40413 40411 40412 40414 40415 40416 40417 40419 40418 41874 13243 41756 1208 40421 40422 40423 40424 40425 49934 40426 12296 50690 40427 40428 13456","13","1 10 244 294 54 1 74 176 66","0 0 0 1 1 13 39 59 18 4 1 1","1 4 14 73 105"
8098,"Jungle Speed",1997,10,10,10,7,2,8,"1032 1002 1030 1037","2060","5178","213 212","11883 213 212","23043 157 15889 4570 1280 8820 103 44 1391 9634 6214 3218 9325 32395 11107 22 31904 7466 9234 964 517 909 1311 13177","0 2 65 1 7 63 3 42 25 32 43 1 58 20 0 52 21 2 27 36 9 18 40 15 8 11 42","0 0 0 5 10 9 3 1 0 0 0 0","38 0 0 0 0"
105134,"Risk Legacy",2011,60,60,60,13,3,5,"1017 1016 1019","2046 2041 2072 2685 2015","24281 25158 25404 4218","442 23355","","51 264","0 0 65 0 2 67 0 28 43 23 62 6 89 15 0 7 6 39","0 0 0 0 1 3 13 9 1 2 1 0","0 3 16 2 1"
16992,"Tsuro",2004,15,15,15,8,2,8,"1009 1010","2040 2685 2081 2002","7005 9470","6114","28163 5874 11883 28164","4406 9541 6214 37 221","2 5 108 14 70 76 23 102 24 92 71 4 69 81 6 81 61 13 39 76 21 37 73 24 1 2 71","0 2 6 19 32 14 2 0 0 0 0 0","64 0 0 0 0"
146508,"T.I.M.E Stories",2015,240,90,240,12,2,4,"1022 1118 1016","2023 2072 2028 2027 2663 2015","35759 6258","87947 69927","17988 12130 49383 14878","25842 23043 157 15889 34522 1391 7466","1 19 100 11 52 77 15 103 11 141 30 3 1 7 72","0 0 0 0 0 0 3 13 21 14 2 1","1 0 1 13 38"
188,"Go",-2200,180,30,180,8,2,2,"1009","2043","4891 26432 7336","3","33954 70252","171 4 3320 92 404 362 5 4922 4680 3828 1307 5314 2401 586 17388 193 485 11320 3082 377 64 11188 2456 16977 280 958 23107 10215 5085 3488 5247 3392 19020 6262 5789 9187 25837 4111 291 335 26131 6266 12135 8253 20 6261 33127 16715 10094 99 1781 1530 1226 34 945 9188 37270 433 288 2972 26130 10880 95 3245 7506 9301 16758 7537","1 17 101 160 9 0 1 11 107","2 5 9 27 12 24 5 3 0 1 0 0","88 2 0 0 0"
27162,"Kingsburg",2007,90,90,90,13,2,5,"1029 1017 1010 1035","2072 2082","","6838 8106","12097","2973 7325 17 264 18852 8313 3888 89 3446 6174","0 3 135 21 111 73 69 147 11 157 75 5 54 110 44 1 2 104","0 0 0 0 1 15 37 14 1 0 0 0","2 27 51 2 0"
102652,"Sentinels of the Multiverse",2011,60,30,60,8,1,5,"1002 1116 1046","2023 2040 2015","8374 17936 5666 17935","50244 50245 50243","50243","17543 26598","25 93 98 28 111 76 77 130 11 157 62 11 33 128 44 1 4 148","0 0 0 0 1 15 38 13 7 0 0 1","0 1 6 72 11"
6472,"A Game of Thrones (first edition)",2003,180,180,180,12,3,5,"1023 1010 1026 1093 1001 1019","2046 2012 2040 2047 2685 2020 2015","4683 5068","21 2336","29191 2092 14611 17272 3484 14596 15560 7483 14525 12502 12017 14613 14106 28390 14355 12510 16412","14188 6194 2366 17 4617 264 18852 8291 504 39 2962 8313","0 0 105 0 1 111 1 23 117 12 94 45 171 18 1 19 13 43","0 0 0 0 0 0 2 8 30 6 1 1","0 42 21 1 0"
5782,"Coloretto",2003,30,30,30,8,2,5,"1089 1002","2041 2661 2004","17676 3279 18319","86","34069 86 70246","267 29 4304 7162 6818 917 8845 858 6275 6214 3218 9325 3504 6011 2962 6123 3","0 0 136 18 86 90 71 142 10 164 59 2 61 127 18 1 4 101","0 0 2 7 33 28 2 1 0 0 0 0","88 0 0 0 0"
73761,"K2",2010,60,30,60,8,1,5,"1020 1038","2040 2685 2078 2020","10624 27555 5666 6043","7324","38447","24883 264 17179 7466 9234 22609 4932","4 65 16 16 75 9 62 30 0 51 39 0 16 47 13 2 0 41","0 0 0 0 0 16 14 10 0 0 0 0","54 0 0 0 0"
9609,"War of the Ring (first edition)",2004,180,180,180,12,2,4,"1022 1017 1010 1047 1093 1086 1019","2001 2080 2046 2018 2072 2040","4263 5723","3247 934 935","11884 20674 20670 20675 12236","17917 157 2366 17 5527 4617 264 504 855 6123 36 42","1 9 134 270 28 4 4 53 130 11 88 95 0 0 133","2 0 0 0 0 2 9 25 35 12 0 0","1 0 8 71 13"
163968,"Elysium",2015,60,60,60,14,2,4,"1050 1002 1082","2041 2004","10640 27646","69007 56058","27959 25747 77705 12130 69791 7606 14878 12596 84185","25842 157 15889 7466","0 1 53 23 62 16 47 45 2 42 49 8 0 0 46","0 0 0 0 0 0 6 12 3 1 0 0","5 11 4 0 0"
53953,"Thunderstone",2009,60,60,60,12,1,5,"1002 1010 1046","2041 2664 2040","5666 5321","615","14611","396 3475 2973 18852 39 7466 3888 8759","14 62 25 50 65 11 83 41 2 27 75 17 2 30 67 0 1 69","1 0 0 0 0 3 9 24 4 0 1 0","0 6 31 14 0"
121921,"Robinson Crusoe: Adventures on the Cursed Island",2012,180,90,180,14,1,4,"1022 1020 1046 1093","2689 2023 2664 2072 2011 2020 2027 2002 2015 2082","26563 5666","4735","63787 38917 12130 80458 80457 63785 69434 66798 21002 38138 4735 12540","2726 11043 23205 2973 5657 8820 18852 23756 39 17786 538","134 212 24 132 239 9 185 166 13 88 218 38 1 7 196","1 0 0 0 2 18 29 45 21 4 0 1","0 3 7 108 19"
43443,"Castle Panic",2009,60,60,60,10,1,6,"1010 1046 1035","2018 2057 2023 2072 2040 2008 2015","24821 5615 5666 39912","13024","13024","9624 18852 39","12 60 25 17 80 8 35 70 2 72 39 2 18 47 18 7 41 30 0 2 54","0 1 3 19 50 33 6 1 0 0 0 0","0 43 7 1 0"
45,"Liar's Dice",1800,30,15,30,8,2,6,"1023 1017 1064 1030","2014 2072 2685","5597 22160 10441 5636 11205","3 25","3 45736 4177 44835 78608 12904 12317 47211 12905","171 4 3320 404 157 6189 225 792 2919 64 562 11 2033 1270 51 17427 117 335 8291 29195 93 6623 20 5621 1902 28 486 22 115 34 868 9235 254 634 6102","0 0 97 5 22 94 12 69 45 45 84 3 70 65 1 97 37 5 22 33 40","0 0 0 0 5 26 3 2 0 0 0 0","49 0 0 0 0"
173346,"7 Wonders Duel",2015,30,30,30,10,2,2,"1050 1002 1029 1015","2041 2004","17552 39540 27646","9714 1727","12016","4384 23043 15889 15605 8820 6214 3218 9325 30399 7466","0 10 204 263 13 2 4 0 206","0 0 0 1 2 16 45 23 3 0 0 0","42 4 0 0 0"
1111,"Taboo",1989,20,20,20,12,4,10,"1030 1037 1025","2019","10491 6485 10145","3233","30281 30280","7217 13103 858 51 248 2721 4539 8931 17039 17072 6290 20 32395 28","0 0 51 0 0 52 0 3 47 20 31 8 2 31 18 46 13 0 5 31 15 37 16 2 8 24 16 15 26 9 7 11 22","0 0 0 0 0 3 16 4 0 0 0 0","0 0 1 5 21"
171,"Chess",1475,60,60,60,6,2,2,"1009","2676","4891 28519 5733 4024 26432 9531 10267 5608 10367 5635 11505 5602 19291 20390 5619 5861 10484 5636 28554","3","3 52009 50957 84535 84534 88104 9393 15188","171 3320 92 25576 22395 21371 993 9729 8988 16355 690 4371 73 31386 225 24091 5314 30303 507 4718 1958 2401 16846 789 18726 17388 4652 193 485 691 4886 8234 11947 11320 24954 8942 377 64 8359 12542 445 1731 10964 17008 11188 13397 2033 200 103 247 30324 22399 5247 51 2748 62 4721 897 1758 1195 8856 7112 2257 8402 3789 5722 335 3277 19208 8565 35495 2965 11944 6266 327 30355 734 5816 12135 15351 1670 2627 19205 11885 2547 93 8931 4554 8760 20 16715 30331 11952 10094 304 11187 1781 28 209 486 2188 648 22 5942 1087 2256 11559 115 22546 134 9358 11875 4450 1138 38 359 4274 36 288 30733 2625 32737 36742 6088 964 8089 2942 627 6367 634 11954 10880 95 6102 23115 5700 11702 3121 16793 9851 59 13 3245 7506 16758 24955","1 22 168 227 12 1 2 6 187","0 2 10 16 38 37 15 2 4 0 1 1","119 0 0 0 0"
2651,"Power Grid",2004,120,120,120,12,2,6,"1021 1088","2012 2081","10643 14835 150 27646","141","6206 11827 98541 4959","58 267 4304 3475 7162 2973 15605 8820 5530 18852 8822 6214 8291 5812 3218 3 7581 33998 8313 3888 9234","0 9 546 12 197 534 84 597 127 621 274 5 595 249 18 169 468 133 2 11 391","0 0 0 0 0 9 44 103 44 4 1 0","286 18 0 0 0"
42,"Tigris & Euphrates",1997,90,90,90,12,2,4,"1009 1050 1015 1086","2080 2040 2004 2002","42 21419 27521 27522 43","2","12176 26009 74 16910 44542 12063","133 267 2366 2973 17 5530 264 1391 5812 5400 10 39 8313 3176 8759","1 1 254 53 208 128 151 255 18 305 113 16 1 5 195","0 0 0 0 1 4 14 46 17 8 2 1","123 4 1 0 0"
278,"Catan Card Game",1996,90,90,90,10,2,2,"1002 1029 1086","2041 2072 2040 2008","3 26153 78","11","12382 13034 5442 25612 11 11883 12063","267 4335 2366 5657 4617 5530 37 5597 10 22 8313 42","0 1 64 77 4 1 1 3 55","0 0 0 0 0 3 8 13 1 1 0 0","0 1 12 23 3"
54625,"Space Hulk (third edition)",2009,60,60,60,12,2,2,"1046 1047 1016 1019","2001 2072 2676 2011","22783 24281 3351 4329","153","12369 16397 27569 12442 12370 20513 16407 12495","26","0 16 48 93 13 2 11 26 38","0 0 0 0 2 1 9 9 2 2 0 1","21 3 0 0 1"
97903,"Terror in Meeple City",2013,45,45,45,8,2,4,"1032 1024","2046 2004 2015","5552 24569 5615","9714 4337","12383","4384","0 1 31 0 38 7 7 38 2 47 2 0 1 2 16","0 0 1 5 9 8 0 0 0 0 0 0","16 9 0 0 0"
22345,"Yspahan",2006,60,45,60,8,2,4,"1017 1021","2080 2072","6480 21419 129 187","6736","12886 11858","3490 7992 4696 3 2861","0 0 72 18 78 37 91 57 3 96 46 5 0 2 64","0 0 0 0 1 10 23 4 0 0 0 0","60 2 0 0 0"
136063,"Forbidden Desert",2013,45,45,45,10,2,5,"1022 1010 1016","2001 2023 2676 2011 2007 2004 2015","13265 39723 6485","378","34356 66137","2691 4335 2366 19047 108 9325 36563 38 17786 4932","6 53 37 13 85 8 36 70 1 67 33 3 16 54 24 0 1 54","0 0 1 1 9 29 9 1 2 0 0 0","1 27 1 0 0"
30869,"Thebes",2007,60,60,60,8,2,4,"1050 1020 1097","2078 2663","21940 6471","4299","11825","47 3475 6818 22 7466","0 1 86 23 98 24 106 41 2 86 59 8 0 0 78","0 0 0 0 2 25 16 0 1 0 0 0","49 3 0 0 0"
27833,"Steam",2009,90,90,90,10,3,5,"1021 1034 1011","2012 2007 2081 2002","86 6135","6","17055 12193 36203 5249","10 2366 2973 18852 855 8450 9426 9234","0 6 57 2 25 46 18 62 10 81 19 0 46 41 7 5 24 33","1 0 0 0 0 0 6 13 7 0 0 0","35 0 0 0 0"
19237,"Ca$h 'n Gun$",2005,30,30,30,10,4,6,"1023 1002 1046 1079 1033 1026 1030","2685 2020 2015","10552","4337","684","4384 157 4570 264 3146 6214 8759","0 0 77 0 0 79 0 3 78 4 73 26 34 75 1 112 10 0 5 9 36","0 0 0 0 2 4 12 9 1 1 0 0","34 11 0 0 0"
127398,"Legends of Andor",2012,90,60,90,10,2,4,"1022 1010 1046 1028","2046 2023 2072 2015","24281 24565","11825","26874 11825","37 267 4304 3475 2366 22560 17 4617 5530 8923 6214 22 1466","14 69 34 21 105 10 33 93 7 118 32 5 1 8 49","0 0 1 1 6 27 27 13 4 1 0 0","0 0 4 53 6"
123540,"Tokaido",2012,45,45,45,8,2,5,"1097","2078 2004 2663 2015","9470 10634 5841 25050 39521","9714","36093","15889 6784 2366 8832 15605 10562 18852 15983 7992 23296 27654 9234 35809","0 2 83 25 49 47 23 87 10 98 32 4 26 57 27 0 0 60","0 0 0 3 12 18 7 0 1 0 0 0","24 3 0 0 0"
54,"Tikal",1999,90,90,90,13,2,4,"1020 1086","2001 2080 2012 2676 2004 2002","21940 12803 40 11505 18319","42 7","18700 11883","34 3 917 7496 8820 7578 30677 29409","1 0 118 31 112 53 85 123 11 157 62 4 1 1 99","0 0 0 0 2 8 25 12 1 1 0 0","67 0 0 0 0"
45315,"Dungeon Lords",2009,90,90,90,12,2,4,"1021 1010 1046 1079","2689 2040 2020 2002 2082","13498","789","12692","7345 5530 264 1391 6275 8923 7992 30552 7466 3888 538","3 5 139 17 115 83 16 155 46 236 21 0 1 0 104","0 1 0 0 0 1 11 23 23 2 1 0","2 19 52 5 0"
7717,"Carcassonne: The Castle",2003,30,30,30,8,2,2,"1029 1035","2080 2043 2002","2","2 398","11797","267 4304 6784 133 18852 3 8313","0 2 44 60 2 0 1 0 43","0 0 0 0 4 12 4 0 0 0 0 0","24 0 0 0 0"
